timestamp,label,confidence
2025-12-19T09:07:41.771151,car,0.76
2025-12-19T09:07:41.771746,car,0.68
2025-12-19T09:07:41.772273,car,0.60
2025-12-19T09:07:41.772770,car,0.59
2025-12-19T09:07:41.773414,car,0.56
2025-12-19T09:07:41.900236,car,0.77
2025-12-19T09:07:41.901142,car,0.76
2025-12-19T09:07:41.901765,car,0.68
2025-12-19T09:07:41.902321,car,0.60
2025-12-19T09:07:41.902857,car,0.59
2025-12-19T09:07:41.903391,car,0.56
2025-12-19T09:07:42.024907,car,0.77
2025-12-19T09:07:42.025600,car,0.76
2025-12-19T09:07:42.026392,car,0.68
2025-12-19T09:07:42.026869,car,0.60
2025-12-19T09:07:42.028705,car,0.59
2025-12-19T09:07:42.029205,car,0.56
2025-12-19T09:07:42.155769,car,0.77
2025-12-19T09:07:42.156400,car,0.76
2025-12-19T09:07:42.156992,car,0.68
2025-12-19T09:07:42.157516,car,0.60
2025-12-19T09:07:42.158031,car,0.59
2025-12-19T09:07:42.158543,car,0.56
2025-12-19T09:07:42.159060,person,0.41
2025-12-19T09:07:42.280726,car,0.77
2025-12-19T09:07:42.282492,car,0.76
2025-12-19T09:07:42.283554,car,0.68
2025-12-19T09:07:42.284847,car,0.60
2025-12-19T09:07:42.286064,car,0.59
2025-12-19T09:07:42.287233,car,0.56
2025-12-19T09:07:42.288431,person,0.53
2025-12-19T09:07:42.741398,car,0.77
2025-12-19T09:07:42.742208,car,0.76
2025-12-19T09:07:42.742792,car,0.68
2025-12-19T09:07:42.743368,car,0.60
2025-12-19T09:07:42.743963,car,0.59
2025-12-19T09:07:42.744552,car,0.56
2025-12-19T09:07:42.864641,car,0.77
2025-12-19T09:07:42.865550,car,0.76
2025-12-19T09:07:42.866359,car,0.68
2025-12-19T09:07:42.867045,car,0.60
2025-12-19T09:07:42.867663,car,0.60
2025-12-19T09:07:42.868368,car,0.56
2025-12-19T09:07:42.869018,person,0.50
2025-12-19T09:07:42.986799,car,0.76
2025-12-19T09:07:42.987409,car,0.76
2025-12-19T09:07:42.988584,car,0.68
2025-12-19T09:07:42.989074,car,0.61
2025-12-19T09:07:42.989562,car,0.55
2025-12-19T09:07:42.990433,car,0.52
2025-12-19T09:07:43.124755,car,0.76
2025-12-19T09:07:43.125622,car,0.76
2025-12-19T09:07:43.126246,car,0.68
2025-12-19T09:07:43.126734,car,0.61
2025-12-19T09:07:43.127220,car,0.55
2025-12-19T09:07:43.127668,car,0.52
2025-12-19T09:07:43.278490,car,0.76
2025-12-19T09:07:43.279275,car,0.75
2025-12-19T09:07:43.279859,car,0.68
2025-12-19T09:07:43.280371,car,0.61
2025-12-19T09:07:43.280930,car,0.56
2025-12-19T09:07:43.281381,car,0.52
2025-12-19T09:07:43.402398,car,0.76
2025-12-19T09:07:43.403017,car,0.75
2025-12-19T09:07:43.403682,car,0.68
2025-12-19T09:07:43.404135,car,0.61
2025-12-19T09:07:43.404752,car,0.55
2025-12-19T09:07:43.405259,car,0.52
2025-12-19T09:07:43.524830,car,0.76
2025-12-19T09:07:43.525511,car,0.76
2025-12-19T09:07:43.525984,car,0.68
2025-12-19T09:07:43.527038,car,0.61
2025-12-19T09:07:43.527578,car,0.55
2025-12-19T09:07:43.528025,car,0.53
2025-12-19T09:07:43.680823,car,0.76
2025-12-19T09:07:43.681830,car,0.76
2025-12-19T09:07:43.682345,car,0.68
2025-12-19T09:07:43.682917,car,0.61
2025-12-19T09:07:43.683661,car,0.55
2025-12-19T09:07:43.684254,car,0.53
2025-12-19T09:07:43.812798,car,0.76
2025-12-19T09:07:43.813649,car,0.76
2025-12-19T09:07:43.814248,car,0.68
2025-12-19T09:07:43.814840,car,0.61
2025-12-19T09:07:43.815405,car,0.55
2025-12-19T09:07:43.815928,car,0.53
2025-12-19T09:07:43.939038,car,0.76
2025-12-19T09:07:43.939887,car,0.76
2025-12-19T09:07:43.940488,car,0.68
2025-12-19T09:07:43.941028,car,0.61
2025-12-19T09:07:43.941525,car,0.56
2025-12-19T09:07:43.942044,car,0.53
2025-12-19T09:07:44.063552,car,0.76
2025-12-19T09:07:44.064329,car,0.76
2025-12-19T09:07:44.064930,car,0.68
2025-12-19T09:07:44.065528,car,0.61
2025-12-19T09:07:44.065993,car,0.56
2025-12-19T09:07:44.066620,car,0.52
2025-12-19T09:07:44.186215,car,0.76
2025-12-19T09:07:44.186834,car,0.75
2025-12-19T09:07:44.187325,car,0.68
2025-12-19T09:07:44.187846,car,0.61
2025-12-19T09:07:44.188539,car,0.56
2025-12-19T09:07:44.189204,car,0.52
2025-12-19T09:07:44.307487,car,0.76
2025-12-19T09:07:44.308233,car,0.75
2025-12-19T09:07:44.308727,car,0.68
2025-12-19T09:07:44.309709,car,0.61
2025-12-19T09:07:44.310215,car,0.56
2025-12-19T09:07:44.310715,car,0.52
2025-12-19T09:07:44.432231,car,0.76
2025-12-19T09:07:44.432993,car,0.75
2025-12-19T09:07:44.433621,car,0.68
2025-12-19T09:07:44.434387,car,0.61
2025-12-19T09:07:44.434876,car,0.55
2025-12-19T09:07:44.435327,car,0.52
2025-12-19T09:07:44.435867,person,0.45
2025-12-19T09:07:44.560166,car,0.76
2025-12-19T09:07:44.561051,car,0.75
2025-12-19T09:07:44.561609,car,0.68
2025-12-19T09:07:44.562184,car,0.60
2025-12-19T09:07:44.562778,car,0.56
2025-12-19T09:07:44.563437,car,0.52
2025-12-19T09:07:44.684402,car,0.76
2025-12-19T09:07:44.685149,car,0.75
2025-12-19T09:07:44.685766,car,0.68
2025-12-19T09:07:44.686372,car,0.60
2025-12-19T09:07:44.686950,car,0.56
2025-12-19T09:07:44.687405,car,0.52
2025-12-19T09:07:44.806249,car,0.77
2025-12-19T09:07:44.806829,car,0.76
2025-12-19T09:07:44.807511,car,0.68
2025-12-19T09:07:44.807947,car,0.61
2025-12-19T09:07:44.808380,car,0.56
2025-12-19T09:07:44.808826,car,0.53
2025-12-19T09:07:44.929029,car,0.77
2025-12-19T09:07:44.929869,car,0.76
2025-12-19T09:07:44.930481,car,0.68
2025-12-19T09:07:44.931001,car,0.61
2025-12-19T09:07:44.931519,car,0.55
2025-12-19T09:07:44.931986,car,0.53
